artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Slagsmålsklubben,Kom Igen Kommissarien,0.6,0.4,0.2,0.4,0.2,0.6,0.6
Cynic,Evolutionary Sleeper,0.8,0.6,0.4,0.4,0.6,0.2,0.6
Czesław Śpiewa,Efekt Uboczny Trzeźwości,0.6,0.8,0.6,0.6,0.4,0.6,0.8
The Books And José González,Cello Song,0.6,0.6,0.8,0.8,0.2,0.2,0.6
Strike Anywhere,Instinct,0.6,0.6,0.4,0.2,0.8,0.2,0.4
Cypress Hill,When The Shit Goes Down,0.4,0.6,0.4,0.6,0.8,0.6,0.4
Strike Anywhere,Gunpowder,0.6,0.6,0.2,0.4,0.8,0.4,0.4
Backyard Babies,The Ship,0.6,0.8,0.4,0.6,0.8,0.4,0.6
Slayer,Desire,,,,,,,
The Books,An Owl With Knees,,,,,,,
Matt Nathanson,Bent,,,,,,,
Jack Johnson,Walk Alone,,,,,,,
Jack Johnson,Monsoon,,,,,,,
Jack'S Mannequin,Into The Airwaves,,,,,,,
Matt Costa,Oh Dear,,,,,,,
Wu-Tang Clan,Wu-Tang Clan Ain'T Nuthing Ta F' Wit,,,,,,,
Bob Dylan,Boots Of Spanish Leather,,,,,,,
Matisyahu,Fire Of Heaven/Altar Of Earth,,,,,,,
The Stooges,L.A. Blues,0.4,0.4,0.2,0.0,1.0,0.4,0.0
U2,When Love Comes To Town,,,,,,,
Matt Costa,Yellow Taxi,,,,,,,
Teenagersintokyo,Black Bones,,,,,,,
Dead Poetic,Vanus Empty,,,,,,,
Frank Sinatra,Have Yourself A Merry Little Christmas,,,,,,,
Supersuckers,Roamin' Round,,,,,,,
Mason,Exceeder,,,,,,,
Lisa Loeb,Fools Like Me,,,,,,,
The Stooges,Little Doll,,,,,,,
Martin L. Gore,Never Turn Your Back On Mother Earth,0.6,0.8,0.6,0.8,0.2,0.4,0.4
Lo-Fi-Fnk,Heartache,,,,,,,
Cat Stevens,Miles From Nowhere,,,,,,,
Over It,Siren On The 101,,,,,,,
Cat Stevens,Trouble,,,,,,,
Little Joy,No One'S Better Sake,,,,,,,
植松伸夫,J-E-N-O-V-A (Ffvii Ac Version),,,,,,,
Surkin,White Knight Two,,,,,,,
Anoushka Shankar,Beloved,,,,,,,
Frank Sinatra,I Did It My Way,,,,,,,
3 Doors Down,Not Enough,,,,,,,
Lisa Gerrard,Abwoon,0.8,0.8,1.0,1.0,0.0,0.0,0.4
The Stills,The Mountain,,,,,,,
Catamenia,Kaamos Warrior,,,,,,,
Our Lady Peace,Superman'S Dead,,,,,,,
3 Doors Down,Here By Me,,,,,,,
Out Hud,One Life To Leave,,,,,,,
Jack Off Jill,When I Am Queen,,,,,,,
