artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Matchbox Twenty,Soul,0.6,0.8,0.4,0.8,0.4,0.2,0.6
Sons And Daughters,Darling,0.6,0.6,0.4,0.4,0.8,0.4,0.6
Guns N' Roses,Madagascar,0.6,0.8,0.4,0.6,0.6,0.4,0.6
Sons And Daughters,Choked,0.4,0.6,0.6,0.4,0.8,0.4,0.2
Eluvium,Nepenthe,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sons And Daughters,Rama Lama,0.6,0.6,0.4,0.4,0.8,0.4,0.2
Martha Wainwright,When The Day Is Short,,,,,,,
John Foxx,Underpass,,,,,,,
Guns N' Roses,Don'T Damn Me,,,,,,,
Mötley Crüe,Red Hot,,,,,,,
Ramones,Carbona Not Glue,,,,,,,
The Long Blondes,Too Clever By Half,,,,,,,
David Bowie,Lady Grinning Soul,,,,,,,
Kamelot,The Human Stain,,,,,,,
The Pains Of Being Pure At Heart,Hey Paul,,,,,,,
Third Eye Blind,Thanks A Lot,,,,,,,
M.I.A.,Freedom Skit,0.6,0.6,0.4,0.6,0.2,0.4,0.2
Machinae Supremacy,Soundtrack To The Rebellion,,,,,,,
Biffy Clyro,Saturday Superhouse,,,,,,,
Kate Bush,Mrs. Bartolozzi,,,,,,,
The Blood Brothers,You'Re The Dream Unicorn!,,,,,,,
Machinae Supremacy,Super Steve,,,,,,,
Atb,Beautiful Worlds,,,,,,,
Mötley Crüe,Take Me To The Top,,,,,,,
Buena Vista Social Club,Veinte Años,,,,,,,
The Hives,Giddy Up!,,,,,,,
The Blood Brothers,Every Breath Is A Bomb,,,,,,,
Kate Bush,And Dream Of Sheep,,,,,,,
Kate Bush,James And The Cold Gun,,,,,,,
Kate Bush,Houdini,,,,,,,
Dimmu Borgir,Blessings Upon The Throne Of Tyranny,,,,,,,
Dinosaur Jr.,Almost Ready,,,,,,,
Suicide,Ghost Rider,,,,,,,
Machinae Supremacy,Fury,,,,,,,
Autechre,Slip,,,,,,,
Sun Kil Moon,Dramamine,,,,,,,
Machinae Supremacy,Insidious,,,,,,,
Lacuna Coil,Within Me,,,,,,,
Radiohead,I Will (Los Angeles Version),,,,,,,
Bronski Beat,Smalltown Boy,,,,,,,
タニウチヒデキ,Kuroi Light,,,,,,,
Ash,Orpheus,,,,,,,
Insomnium,Drawn To Black,,,,,,,
Sofa Surfers,Sofa Rockers (Richard Dorfmeister Remix),,,,,,,
Brenda Lee,Rockin' Around The Christmas Tree,,,,,,,
Norah Jones,One Flight Down,,,,,,,
Jet,Radio Song,,,,,,,
Babyshambles,Love You But You'Re Green,,,,,,,
Sufjan Stevens,You Are The Rake,,,,,,,
Jill Scott,Crown Royal,,,,,,,
Le Tigre,New Kicks,,,,,,,
Fatboy Slim,Right Here Right Now,,,,,,,
Seeed,Release,0.4,0.8,0.6,0.8,0.4,0.2,1.0
Seether,Broken (Feat. Amy Lee),,,,,,,
The Blood Brothers,Cecilia And The Silhouette Saloon,,,,,,,
Seeed,Pressure,,,,,,,
The Notwist,Solitaire,0.6,0.4,0.8,0.6,0.2,0.4,0.2
Sage Francis,The Buzz Kill,0.4,0.6,0.2,0.6,0.8,0.4,0.2
1000 Homo Djs,Apathy,,,,,,,
Leaves' Eyes,Tale Of The Sea Maid,,,,,,,
Kate Bush,Oh To Be In Love,,,,,,,
Buena Vista Social Club,¿Y Tú Qué Has Hecho?,,,,,,,
Olspur,Remembering Chernobyl,,,,,,,
Simon & Garfunkel,Bookends Theme,,,,,,,
Poisonblack,Never Enough,,,,,,,
The Notwist,Boneless,,,,,,,
A Fine Frenzy,Lifesize,,,,,,,
Rae & Christian,A Distant Invitation,,,,,,,
The Cure,Untitled,,,,,,,
Franco Battiato,La Cura,0.6,0.8,0.6,0.8,0.2,0.4,0.4
