artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Robbie Williams,Me And My Monkey,0.6,0.8,0.4,0.6,0.6,0.4,0.4
Michael Jackson,Keep The Faith,0.8,0.8,0.4,0.8,0.2,0.2,1.0
Chris Vrenna,Village Of The Doomed,0.4,0.6,0.8,0.4,0.6,0.2,0.2
Michael Jackson,Come Together,0.6,0.8,0.4,0.8,0.6,0.4,0.4
Ania Dąbrowska,Nie Mogę Cię Zapomnieć,0.6,0.8,0.6,0.8,0.2,0.4,0.4
Lali Puna,Harrison Reverse,0.6,0.4,0.8,0.6,0.2,0.4,0.6
Faithless,Baseball Cap,0.4,0.6,0.6,0.8,0.2,0.4,0.6
Peter Bjorn And John,Start Making Sense,0.6,0.6,0.4,0.6,0.4,0.4,0.8
Chrisette Michele,Good Girl,0.8,0.8,0.4,1.0,0.2,0.4,0.6
Michael Jackson,Dangerous,,,,,,,
Of Montreal,Jacques Lamure,,,,,,,
Peter Luts & Dominico,What A Feeling (Radio Edit),,,,,,,
Darkthrone,To Walk The Infernal Fields,,,,,,,
Peter Doherty,A Little Death Around The Eyes,,,,,,,
Darkthrone,The Pagan Winter,,,,,,,
Kotiteollisuus,Pohjanmaan Kautta,,,,,,,
Darkthrone,The Dance Of Eternal Shadows,,,,,,,
A Tribe Called Quest,Verses From The Abstract,,,,,,,
St. Vincent,We Put A Pearl In The Ground,,,,,,,
Kraftwerk,Prologue,,,,,,,
Boy Kill Boy,Ivy Parker,,,,,,,
The Coffinshakers,Pale Man In Black,,,,,,,
Kreator,Storm Of The Beast,,,,,,,
Miss Kittin,3Eme Sexe,,,,,,,
Boy Kill Boy,Killer,,,,,,,
Ghostface Killah,Wildflower,,,,,,,
A Tribe Called Quest,Description Of A Fool,,,,,,,
Kreator,Endless Pain,,,,,,,
A Tribe Called Quest,Jazz (We'Ve Got),,,,,,,
The Clash,The Prisoner,,,,,,,
Black Light Burns,4 Walls,,,,,,,
Why?,The Hoofs,,,,,,,
Hollywood Undead,No. 5,,,,,,,
Skinny Puppy,Empte,,,,,,,
Bad Religion,Walk Away,,,,,,,
Jet,Lazy Gun,,,,,,,
Noisettes,The Count Of Monte Christo,,,,,,,
Xtc,King For A Day,,,,,,,
Pierrot,Neo Grotesque,,,,,,,
Jay-Z,Jigga That Nigga,,,,,,,
Hot Snakes,Hi-Lites,,,,,,,
Of Montreal,I Can'T Stop Your Memory,,,,,,,
Emma Bunton,Free Me (Dr. Octavo Seduction Remix),,,,,,,
Garden Of Eden,Vampires Of Eden,,,,,,,
The Chemical Brothers,Believe (Feat Kele Okereke),,,,,,,
Vetiver,Without A Song,,,,,,,
Descendents,Cameage,,,,,,,
Of Montreal,Sleeping In The Beetle Bug,,,,,,,
Carla Bruni,Le Ciel Dans Une Chambre,,,,,,,
Rob Zombie,Sawdust In The Blood,,,,,,,
Michael Jackson,The Lady In My Life,,,,,,,
Atlas Sound,Ativan,,,,,,,
Michael Nyman,A Wild And Distant Shore,,,,,,,
A Fine Frenzy,Ashes And Wine,,,,,,,
Tiësto,Magik Journey,,,,,,,
Robbie Williams,Lazy Days,,,,,,,
Ghostland Observatory,Sad Sad City,,,,,,,
Jet,Rollover Dj,0.6,0.6,0.2,0.4,0.8,0.4,0.4
Viikate,Padat,,,,,,,
