artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Q And Not U,Wonderful People,0.6,0.4,0.2,0.4,0.6,0.4,0.6
Pennywise,Perfect People,,,,,,,
Swallow The Sun,Silence Of The Womb,,,,,,,
Joe Strummer & The Mescaleros,Redemption Song,,,,,,,
The Decemberists,Bridges And Balloons,,,,,,,
Faith No More,Jizzlobber,,,,,,,
Faith No More,Anne'S Song,,,,,,,
The Dears,The Second Part,,,,,,,
Joe Strummer,Love Kills,,,,,,,
Yes,Long Distance Runaround,,,,,,,
Q Project,Champion Sound (Bad Company Remix),,,,,,,
Travis,Happy To Hang Around,0.6,0.6,0.4,0.8,0.2,0.4,0.6
Alice Russell,Hurry On Now,,,,,,,
Yes,Don'T Kill The Whale,,,,,,,
Swan Lake,City Calls,,,,,,,
Cold,She Said,0.6,0.8,0.4,0.6,0.8,0.4,0.4
The Dears,No Cities Left,,,,,,,
Cold,Bleed,,,,,,,
Dapunksportif,Private Disco,,,,,,,
Alice Russell,To Know This,,,,,,,
Blink-182,Asthenia,,,,,,,
M. Ward,Get To The Table On Time,,,,,,,
Megadeth,I Ain'T Superstitious,0.4,0.8,0.2,0.4,1.0,0.2,0.2
The Offspring,Smash,,,,,,,
Blonde Redhead,Violent Life,,,,,,,
The Offspring,Stuff Is Messed Up,,,,,,,
A Fine Frenzy,Borrowed Time,,,,,,,
A Flock Of Seagulls,Modern Love Is Automatic,,,,,,,
The Offspring,All Along,0.6,0.8,0.2,0.4,0.8,0.4,0.4
Five For Fighting,Superman (It'S Not Easy),,,,,,,
Say Hi To Your Mom,The Death Of Girl Number Two,,,,,,,
Asian Dub Foundation,Take Back The Power,,,,,,,
Two-Mix,Break,,,,,,,
Coheed And Cambria,Hearshot Kid Disaster,0.8,0.8,0.4,0.6,0.6,0.4,0.6
Oceansize,Ornament/The Last Wrongs,,,,,,,
Deltron 3030,St. Catherine St.,,,,,,,
T.M.Revolution,Hot Limit,,,,,,,
Devin Townsend,Truth,,,,,,,
Devo,Cold War,,,,,,,
Devo,Satisfaction,,,,,,,
Johan,She'S Got A Way With Men,,,,,,,
The Decemberists,Shankhill Butchers,0.4,0.6,0.8,0.8,0.2,0.4,0.2
The Decemberists,Human Behaviour,,,,,,,
Behemoth,Mysterium Coniunctionis (Hermanubis),,,,,,,
The Number Twelve Looks Like You,Like A Cat,,,,,,,
Bob Marley & The Wailers,Want More,,,,,,,
Asian Dub Foundation,Rise To The Challenge,,,,,,,
Midnattsol,Unpayable Silence,,,,,,,
Marcy Playground,A Cloak Of Elvenkind,,,,,,,
Håkan Hellström,Nu Kan Du Få Mig Så Lätt,,,,,,,
Brian Eno,Under Stars Ii,,,,,,,
Alice In Chains,Godsmack,0.4,0.8,0.2,0.4,0.8,0.6,0.4
Saybia,The Day After Tomorrow,,,,,,,
Fito Páez,Contigo (Ft. Joaquin Sabina),,,,,,,
Midlake,The Reprimand,,,,,,,
Patrick Wolf,The Bachelor,,,,,,,
Silver Jews,Like Like The The The Death,,,,,,,
People Press Play,These Days,,,,,,,
Billy Corgan,A100,,,,,,,
The Pussycat Dolls,Magic,,,,,,,
Tomahawk,Pop 1,,,,,,,
The Pussycat Dolls,Right Now,,,,,,,
Billy Bragg & Wilco,Birds And Ships,,,,,,,
Midnight Juggernauts,Aurora,,,,,,,
La Oreja De Van Gogh,La Playa,,,,,,,
