artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Lockett Pundt,Blue Bayou,,,,,,,
The Shins,We Built A Raft And We Floated,,,,,,,
Christian Death,Electra Descending,,,,,,,
Garbage,Girl Don'T Come,,,,,,,
Marnie Stern,Vibrational Match,,,,,,,
Robbie Williams,Spread Your Wings,,,,,,,
Alestorm,Death Before The Mast,,,,,,,
Killing The Dream,Pardon The Interruption,,,,,,,
Marnie Stern,This American Life,,,,,,,
Benassi Bros.,Rocket In The Sky (Dub),,,,,,,
Ania,Musisz Wierzyć,0.6,0.8,0.6,0.8,0.4,0.2,0.6
Vetiver,Amerilie,,,,,,,
Christian Death,Stairs - Uncertain Journey,,,,,,,
Dirty On Purpose,Mind Blindness,,,,,,,
Thin Lizzy,Do Anything You Want To,,,,,,,
Vetiver,Farther On,,,,,,,
Tom Mcrae,You Only Disappear,,,,,,,
Ania,L'Ultimo,,,,,,,
Tom Mcrae,Stronger Than Dirt,,,,,,,
Carla Bruni,I Felt My Life With Both My Hands,,,,,,,
Big Business,O.G.,0.4,0.8,0.2,0.4,0.8,0.2,0.4
Kimya Dawson,France,0.6,0.4,0.8,0.6,0.2,0.4,0.4
Atb,You Are Not Alone,,,,,,,
Moonspell,Crystal Gazing,,,,,,,
Robert Johnson,Cross Road Blues,,,,,,,
The Kovenant,Neon,,,,,,,
Moonspell,Devilred,,,,,,,
Dr. Dre,A Nigga Witta Gun,,,,,,,
Mor Ve Ötesi,Bir Derdim Var,,,,,,,
Dr. Dre,Fuck Wit Dre Day (And Everybody'S Celebratin'),,,,,,,
Kimya Dawson,Eleventeen,,,,,,,
Emerson Hart,If You'Re Gonna Leave,,,,,,,
Fatboy Slim,First Down,,,,,,,
Raised Fist,Sunlight,,,,,,,
Christian Walz,Wonderchild,,,,,,,
Tricky,Strugglin',,,,,,,
The Kovenant,Hollow Earth,,,,,,,
Necrophagist,Seven,,,,,,,
Aus-Rotten,They Ignore Peaceful Protest,,,,,,,
Tricky,Stay,,,,,,,
Negative,1000 Nails In My Heart,0.6,0.8,0.4,0.6,0.8,0.2,0.4
Dire Straits,Once Upon A Time In The West,0.6,0.8,0.4,0.8,0.4,0.2,0.2
Dire Straits,Local Hero / Wild Theme (Live),,,,,,,
Tricky,Tricky Kid,,,,,,,
José González,Teardrop (Live),,,,,,,
The Flaming Lips,Chewin The Apple Of Your Eye,,,,,,,
Christian Kjellvander,Log At 25,,,,,,,
Veruca Salt,Loneliness Is Worse,,,,,,,
The Birthday Massacre,Prologue,,,,,,,
Carla Bruni,Lady Weeping At The Crossroads,,,,,,,
Thievery Corporation,The Supreme Illusion (Feat. Gunjan),,,,,,,
Black Sabbath,Hard Road,,,,,,,
Raised Fist,Nation Of Incomplete,,,,,,,
Negative,Goodbye,,,,,,,
Atb,Illuminated Mind,,,,,,,
King Crimson,B'Boom,,,,,,,
Negative,Inspiration,,,,,,,
Moonsorrow,Back To North,,,,,,,
Kimya Dawson,Parade,,,,,,,
Lil' Jon & The East Side Boyz,Get Low (Feat. Ying Yang Twins),,,,,,,
Squarepusher,Greenways Trajectory,,,,,,,
Boys Noize,Oh! (A-Trak Remix),,,,,,,
Carcass,Go To Hell,,,,,,,
Jamiroquai,Light Years,,,,,,,
Jamiroquai,I'M In The Mood For Love,,,,,,,
Joss Stone,All The King'S Horses,,,,,,,
Jamiroquai,Music Of The Mind,,,,,,,
Christina Aguilera,I'M Ok,,,,,,,
Semisonic,Made To Last,,,,,,,
Logh,Death To My Hometown,,,,,,,
Squarepusher,Rustic Raver,,,,,,,
Jamie Lidell,Where D'You Go?,,,,,,,
Jamie Lidell,Newme,,,,,,,
The Byrds,You Ain'T Going Nowhere,,,,,,,
Helloween,Salvation,,,,,,,
Plutonium 74,Audiovirta,,,,,,,
Deep Forest,Night Bird,,,,,,,
Dr. Dre,Bar One,,,,,,,
Jamiroquai,Didjerama,,,,,,,
Plutonium 74,Perusasioita,,,,,,,
Atb,In Love With The Dj,,,,,,,
Turbonegro,Death From Above,,,,,,,
Atb,The Fields Of Love,,,,,,,
The Weakerthans,Hymn Of The Medical Oddity,,,,,,,
Sufjan Stevens,Come On! Let'S Boogey To The Elf Dance!,,,,,,,
The La'S,Way Out,,,,,,,
Dr. Dre,Let'S Get High,,,,,,,
Black Label Society,Bleed For Me,,,,,,,
Fat Freddy'S Drop,Ernie,,,,,,,
Graham Coxon,Gimme Some Love,,,,,,,
Graham Coxon,Tell It Like It Is,,,,,,,
Thyrane,Firework,,,,,,,
Silvio Rodríguez,Te Doy Una Canción,,,,,,,
The Teardrop Explodes,Passionate Friend,,,,,,,
Mark Ronson,The Only One I Know (Feat. Robbie Williams),,,,,,,
Senses Fail,Martini Kiss,,,,,,,
Blu Cantrell,Happily Ever After,,,,,,,
Mark Ronson,Pretty Green (Feat. Santo Gold),,,,,,,
Logh,The Smoke Will Lead You Home,,,,,,,
Lola,I Cant Take It (Jason Nevins Mix),,,,,,,
Senses Fail,Bonecrusher,,,,,,,
Bonde Do Rolê,Geremia,,,,,,,
Lole Y Manuel,Tu Mirá (Edit),,,,,,,
Robert Plant & Alison Krauss,Nothin',,,,,,,
Christina Aguilera,Primer Amor (Interlude),,,,,,,
Dir En Grey,Red...[Em],,,,,,,
Pakito,Moving On Stereo (Inside Mix),,,,,,,
Autechre,Lcc,,,,,,,
The Fiery Furnaces,Wolf Notes,,,,,,,
Dir En Grey,Garden,,,,,,,
Thyrane,Phantasmal Paranoia,,,,,,,
Carcass,Inpropagation,,,,,,,
