artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Radiohead,All I Need,0.6,0.6,0.8,0.8,0.4,0.4,0.2
Boy Division,Love Will Tear Us Apart,0.4,0.4,0.2,0.4,0.8,0.6,0.6
Muse,Supermassive Black Hole,0.6,0.8,0.8,0.6,0.4,0.2,0.4
Radiohead,Karma Police,0.6,0.6,0.8,0.8,0.4,0.4,0.4
Muse,Starlight,0.6,0.8,0.4,0.8,0.2,0.2,0.6
Death Cab For Cutie,I Will Follow You Into The Dark,0.6,0.6,0.8,0.8,0.2,0.2,0.0
Arcade Fire,Neighborhood #1 (Tunnels),0.6,0.8,0.6,0.8,0.4,0.2,0.6
The Postal Service,Such Great Heights,0.6,0.4,0.8,1.0,0.0,0.4,0.6
Muse,Time Is Running Out,,,,,,,
Coldplay,The Scientist,,,,,,,
Massive Attack,Teardrop,,,,,,,
Radiohead,Paranoid Android,,,,,,,
Radiohead,Bodysnatchers,,,,,,,
Radiohead,15 Step,,,,,,,
Arctic Monkeys,I Bet You Look Good On The Dancefloor,,,,,,,
Bloc Party,Banquet,,,,,,,
Arcade Fire,Rebellion (Lies),,,,,,,
Radiohead,Jigsaw Falling Into Place,,,,,,,
Muse,Map Of The Problematique,,,,,,,
Radiohead,Reckoner,,,,,,,
Radiohead,House Of Cards,,,,,,,
Radiohead,Weird Fishes/Arpeggi,,,,,,,
Interpol,Evil,,,,,,,
Mgmt,Time To Pretend,0.6,0.4,0.2,0.8,0.2,0.4,0.8
Mgmt,Kids,,,,,,,
Radiohead,Fake Plastic Trees,,,,,,,
Arcade Fire,Une Année Sans Lumière,,,,,,,
Arcade Fire,No Cars Go,,,,,,,
The Killers,Smile Like You Mean It,,,,,,,
The Postal Service,Nothing Better,,,,,,,
Muse,Hysteria,,,,,,,
Arcade Fire,Wake Up,,,,,,,
Arcade Fire,Neighborhood #3 (Power Out),,,,,,,
Radiohead,Faust Arp,,,,,,,
The Killers,All These Things That I'Ve Done,,,,,,,
Depeche Mode,Enjoy The Silence,,,,,,,
Mgmt,Electric Feel,,,,,,,
Klaxons,Golden Skans,,,,,,,
Interpol,Obstacle 1,,,,,,,
Radiohead,No Surprises,,,,,,,
Jeff Buckley,Hallelujah,,,,,,,
Radiohead,Exit Music (For A Film),,,,,,,
Pink Floyd,Wish You Were Here,,,,,,,
Joy Division,She'S Lost Control,,,,,,,
