artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Ladytron,Weekend,,,,,,,,,,,,,,,,
The Decemberists,O Valencia!,,,,,,,,,,,,,,,,
The Mars Volta,Eriatarka,,,,,,,,,,,,,,,,
Hot Chip,Shake A Fist,,,,,,,,,,,,,,,,
Blur,Charmless Man,,,,,,,,,,,,,,,,
Metallica,The End Of The Line,,,,,,,,,,,,,,,,
The White Stripes,The Air Near My Fingers,,,,,,,,,,,,,,,,
Tom Waits,Clap Hands,,,,,,,,,,,,,,,,
Regina Spektor,Ode To Divorce,,,,,,,,,,,,,,,,
Marilyn Manson,Disposable Teens,,,,,,,,,,,,,,,,
My Chemical Romance,Mama,,,,,,,,,,,,,,,,
Kings Of Leon,Day Old Blues,,,,,,,,,,,,,,,,
Death In Vegas,Hands Around My Throat,,,,,,,,,,,,,,,,
My Chemical Romance,House Of Wolves,,,,,,,,,,,,,,,,
The Prodigy,Voodoo People,,,,,,,,,,,,,,,,
Eels,Novocaine For The Soul,,,,,,,,,,,,,,,,
She Wants Revenge,Tear You Apart,,,,,,,,,,,,,,,,
The Beatles,Think For Yourself,,,,,,,,,,,,,,,,
Panic At The Disco,Introduction,,,,,,,,,,,,,,,,
Nightwish,Nemo,,,,,,,,,,,,,,,,
Ben Folds Five,Brick,,,,,,,,,,,,,,,,
Nick Drake,Fly,,,,,,,,,,,,,,,,
Pendulum,Granite,,,,,,,,,,,,,,,,
The National,Abel,,,,,,,,,,,,,,,,
Placebo,Days Before You Came,,,,,,,,,,,,,,,,
Depeche Mode,In Your Room,,,,,,,,,,,,,,,,
Gnarls Barkley,The Boogie Monster,,,,,,,,,,,,,,,,
Nirvana,Where Did You Sleep Last Night?,,,,,,,,,,,,,,,,
Ratatat,Gettysburg,,,,,,,,,,,,,,,,
Deftones,Passenger,,,,,,,,,,,,,,,,
The Knife,Still Light,,,,,,,,,,,,,,,,
The Rolling Stones,Start Me Up,,,,,,,,,,,,,,,,
Hot Hot Heat,Bandages,,,,,,,,,,,,,,,,
Kylie Minogue,Can'T Get You Out Of My Head,,,,,,,,,,,,,,,,
Guns N' Roses,Since I Don'T Have You,,,,,,,,,,,,,,,,
Rihanna,Breakin' Dishes,,,,,,,,,,,,,,,,
Ladytron,The Last One Standing,,,,,,,,,,,,,,,,
Boards Of Canada,Bocuma,,,,,,,,,,,,,,,,
Manu Chao,Clandestino,,,,,,,,,,,,,,,,
Alice Cooper,School'S Out,,,,,,,,,,,,,,,,
Iron & Wine,Innocent Bones,,,,,,,,,,,,,,,,
Depeche Mode,Barrel Of A Gun,,,,,,,,,,,,,,,,
Red Hot Chili Peppers,Easily,,,,,,,,,,,,,,,,
Iron & Wine,Teeth In The Grass,,,,,,,,,,,,,,,,
Marilyn Manson,Mobscene,,,,,,,,,,,,,,,,
Depeche Mode,Condemnation,,,,,,,,,,,,,,,,
Neutral Milk Hotel,Song Against Sex,,,,,,,,,,,,,,,,
Damien Rice,Coconut Skins,,,,,,,,,,,,,,,,
Wilco,Handshake Drugs,,,,,,,,,,,,,,,,
The Flaming Lips,Ego Tripping At The Gates Of Hell,,,,,,,,,,,,,,,,
Weezer,The Good Life,,,,,,,,,,,,,,,,
Stars,Sleep Tonight,,,,,,,,,,,,,,,,
Depeche Mode,Useless,,,,,,,,,,,,,,,,
The Stooges,Gimme Danger,,,,,,,,,,,,,,,,
Stars,Reunion,,,,,,,,,,,,,,,,
Stars,Take Me To The Riot,,,,,,,,,,,,,,,,
Nine Inch Nails,Reptile,,,,,,,,,,,,,,,,
Mstrkrft,Work On You,,,,,,,,,,,,,,,,
Radiohead,Morning Bell/Amnesiac,,,,,,,,,,,,,,,,
Whitesnake,Love Ain'T No Stranger,,,,,,,,,,,,,,,,
Tom Vek,Nothing But Green Lights,,,,,,,,,,,,,,,,
Tegan And Sara,Relief Next To Me,,,,,,,,,,,,,,,,
Kings Of Convenience,Love Is No Big Truth,,,,,,,,,,,,,,,,
Beck,Black Tambourine,,,,,,,,,,,,,,,,
Tv On The Radio,A Method,,,,,,,,,,,,,,,,
Nine Inch Nails,The Collector,,,,,,,,,,,,,,,,
Tegan And Sara,So Jealous,,,,,,,,,,,,,,,,
The Smiths,Is It Really So Strange?,,,,,,,,,,,,,,,,
Cut Copy,Voices In Quartz,,,,,,,,,,,,,,,,
Fiona Apple,Extraordinary Machine,,,,,,,,,,,,,,,,
Iamx,The Alternative,,,,,,,,,,,,,,,,
Tool,Pushit,,,,,,,,,,,,,,,,
Jimmy Eat World,23,,,,,,,,,,,,,,,,
Soundgarden,Burden In My Hand,,,,,,,,,,,,,,,,
Paramore,That'S What You Get,,,,,,,,,,,,,,,,
Nirvana,Stay Away,,,,,,,,,,,,,,,,
The La'S,There She Goes,,,,,,,,,,,,,,,,
Nirvana,You Know You'Re Right,,,,,,,,,,,,,,,,
Mogwai,7.25,0.8,0.6,0.2,0.2,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.8,0.0
Beck,Youthless,,,,,,,,,,,,,,,,
Emily Haines & The Soft Skeleton,Reading In Bed,,,,,,,,,,,,,,,,
Rammstein,Ohne Dich,,,,,,,,,,,,,,,,
The Beach Boys,Sloop John B,,,,,,,,,,,,,,,,
Tori Amos,Professional Widow,,,,,,,,,,,,,,,,
The Ting Tings,We Walk,,,,,,,,,,,,,,,,
Ozzy Osbourne,Crazy Train,,,,,,,,,,,,,,,,
A Perfect Circle,Thomas,,,,,,,,,,,,,,,,
The National,Karen,,,,,,,,,,,,,,,,
Lamb,Gorecki,,,,,,,,,,,,,,,,
Belle And Sebastian,Dress Up In You,,,,,,,,,,,,,,,,
The Stone Roses,Bye Bye Badman,,,,,,,,,,,,,,,,
Oasis,The Masterplan,,,,,,,,,,,,,,,,
Bat For Lashes,The Wizard,,,,,,,,,,,,,,,,
Guns N' Roses,Yesterdays,,,,,,,,,,,,,,,,
Jamiroquai,Feels Just Like It Should,,,,,,,,,,,,,,,,
In Flames,My Sweet Shadow,,,,,,,,,,,,,,,,
Dead Kennedys,Holiday In Cambodia,,,,,,,,,,,,,,,,
Dido,Hunter,,,,,,,,,,,,,,,,
Kim Wilde,Kids In America,,,,,,,,,,,,,,,,
Bat For Lashes,Sad Eyes,,,,,,,,,,,,,,,,
The Decemberists,The Perfect Crime #2,,,,,,,,,,,,,,,,
The Clash,Janie Jones,,,,,,,,,,,,,,,,
Architecture In Helsinki,Neverevereverdid,,,,,,,,,,,,,,,,
Modest Mouse,Interlude (Milo),,,,,,,,,,,,,,,,
Silversun Pickups,Waste It On,,,,,,,,,,,,,,,,
Paolo Nutini,Jenny Don'T Be Hasty,,,,,,,,,,,,,,,,
Placebo,Brick Shithouse,,,,,,,,,,,,,,,,
Hot Chip,Careful,,,,,,,,,,,,,,,,
The Teenagers,Homecoming,,,,,,,,,,,,,,,,
Sigur Rós,Fljótavík,,,,,,,,,,,,,,,,
Sigur Rós,Von,,,,,,,,,,,,,,,,
Joy Division,Novelty,,,,,,,,,,,,,,,,
Zz Top,Gimme All Your Lovin',,,,,,,,,,,,,,,,
Zero 7,This World,,,,,,,,,,,,,,,,
Rihanna,Sos,,,,,,,,,,,,,,,,
Mogwai,I Chose Horses,,,,,,,,,,,,,,,,
Britney Spears,Mmm Papi,,,,,,,,,,,,,,,,
Athlete,Half Light,,,,,,,,,,,,,,,,
The Police,Can'T Stand Losing You,,,,,,,,,,,,,,,,
Pixies,Planet Of Sound,,,,,,,,,,,,,,,,
Datarock,Computer Camp Love,0.0,0.0,1.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.0
Nirvana,Lake Of Fire,,,,,,,,,,,,,,,,
Tv On The Radio,Hours,,,,,,,,,,,,,,,,
Taking Back Sunday,Liar (It Takes One To Know One),,,,,,,,,,,,,,,,
Oasis,Bring It On Down,,,,,,,,,,,,,,,,
Suede,Animal Nitrate,,,,,,,,,,,,,,,,
Yeah Yeah Yeahs,Modern Romance,,,,,,,,,,,,,,,,
Norah Jones,Sunrise,,,,,,,,,,,,,,,,
The Prodigy,Girls,,,,,,,,,,,,,,,,
Deerhunter,Agoraphobia,,,,,,,,,,,,,,,,
Tom Waits,Time,,,,,,,,,,,,,,,,
Kaiser Chiefs,Love'S Not A Competition (But I'M Winning),,,,,,,,,,,,,,,,
Pendulum,Mutiny,,,,,,,,,,,,,,,,
My Morning Jacket,Wordless Chorus,,,,,,,,,,,,,,,,
Metallica,The Four Horsemen,,,,,,,,,,,,,,,,
Fergie,Fergalicious (Feat. Will.I.Am),,,,,,,,,,,,,,,,
Snow Patrol,Crack The Shutters,,,,,,,,,,,,,,,,
Ok Go,Get Over It,,,,,,,,,,,,,,,,
Animal Collective,Banshee Beat,,,,,,,,,,,,,,,,
Sentenced,May Today Become The Day,,,,,,,,,,,,,,,,
Phoenix,Everything Is Everything,,,,,,,,,,,,,,,,
The Black Eyed Peas,Don'T Phunk With My Heart,,,,,,,,,,,,,,,,
The Doors,The End,,,,,,,,,,,,,,,,
The Notorious B.I.G.,Things Done Changed,,,,,,,,,,,,,,,,
Oasis,Stop Crying Your Heart Out,,,,,,,,,,,,,,,,
Radiohead,Stop Whispering,,,,,,,,,,,,,,,,
Jason Mraz,You And I Both,,,,,,,,,,,,,,,,
Snow Patrol,Grazed Knees,0.4,0.2,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.4,0.0
Red Hot Chili Peppers,Especially In Michigan,,,,,,,,,,,,,,,,
Pulp,Pencil Skirt,,,,,,,,,,,,,,,,
Shakira,La Pared,,,,,,,,,,,,,,,,
Red Hot Chili Peppers,Breaking The Girl,,,,,,,,,,,,,,,,
Bright Eyes,Train Under Water,,,,,,,,,,,,,,,,
The Beatles,Carry That Weight,,,,,,,,,,,,,,,,
Travis,Why Does It Always Rain On Me?,,,,,,,,,,,,,,,,
Pearl Jam,Daughter,,,,,,,,,,,,,,,,
Jack Johnson,Taylor,,,,,,,,,,,,,,,,
Modest Mouse,Spitting Venom,,,,,,,,,,,,,,,,
Voxtrot,The Start Of Something,,,,,,,,,,,,,,,,
Placebo,One Of A Kind,,,,,,,,,,,,,,,,
Deerhunter,Never Stops,,,,,,,,,,,,,,,,
The Smiths,London,,,,,,,,,,,,,,,,
Fugees,Killing Me Softly,,,,,,,,,,,,,,,,
R.E.M.,Bad Day,,,,,,,,,,,,,,,,
Belle And Sebastian,To Be Myself Completely,,,,,,,,,,,,,,,,
Boards Of Canada,Julie And Candy,,,,,,,,,,,,,,,,
