artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Emma Bunton,No Sign Of Life,,,,,,,,,,,,,,,,
David Gilmour,On An Island,,,,,,,,,,,,,,,,
Depeche Mode,Puppets,,,,,,,,,,,,,,,,
Emma Bunton,Free Me,,,,,,,,,,,,,,,,
The Who,The Song Is Over,,,,,,,,,,,,,,,,
Children Of Bodom,Tie My Rope,,,,,,,,,,,,,,,,
Basement Jaxx,Bingo Bango,,,,,,,,,,,,,,,,
Metallica,Cure,,,,,,,,,,,,,,,,
The Black Crowes,Locust Street,,,,,,,,,,,,,,,,
Emperor,Thus Spake The Nightspirit,,,,,,,,,,,,,,,,
Massive Attack,Eurochild,,,,,,,,,,,,,,,,
Grizzly Bear,Deep Sea Diver,,,,,,,,,,,,,,,,
Athlete,You Got The Style,,,,,,,,,,,,,,,,
Blur,Caravan,,,,,,,,,,,,,,,,
Jimi Hendrix,Voodoo Child,,,,,,,,,,,,,,,,
Timbaland,Time (Feat. She Wants Revenge),,,,,,,,,,,,,,,,
Patti Smith,Rock N Roll Nigger,,,,,,,,,,,,,,,,
Scissor Sisters,The Other Side,,,,,,,,,,,,,,,,
James Brown,I Feel Good,1.0,0.8,0.0,0.6,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Darkness,Bald,,,,,,,,,,,,,,,,
Buzzcocks,Just Lust,,,,,,,,,,,,,,,,
T.M.Revolution,ウルワシキセカイ,,,,,,,,,,,,,,,,
Editors,Distance,,,,,,,,,,,,,,,,
Morrissey,At Last I Am Born,,,,,,,,,,,,,,,,
Mr. Bungle,Carousel,,,,,,,,,,,,,,,,
Robyn,Cobrastyle,,,,,,,,,,,,,,,,
The Futureheads,News And Tributes,,,,,,,,,,,,,,,,
Atmosphere,Trying To Find A Balance,,,,,,,,,,,,,,,,
Stars,Life Effect,,,,,,,,,,,,,,,,
Ayreon,Day Sixteen: Loser,,,,,,,,,,,,,,,,
Gomez,Charley Patton Songs,,,,,,,,,,,,,,,,
Cocorosie,Haitian Love Songs,,,,,,,,,,,,,,,,
Erykah Badu,The Healer,,,,,,,,,,,,,,,,
Muse,Hyper Chondriac Music,,,,,,,,,,,,,,,,
Queens Of The Stone Age,First It Giveth Number One,,,,,,,,,,,,,,,,
Miranda Lambert,Desperation,,,,,,,,,,,,,,,,
Muse,Forced In,,,,,,,,,,,,,,,,
Neil Young,Tell Me Why,,,,,,,,,,,,,,,,
Jane'S Addiction,Been Caught Stealing,,,,,,,,,,,,,,,,
Aesop Rock,Boombox,,,,,,,,,,,,,,,,
Pearl Jam,Wasted Reprise,,,,,,,,,,,,,,,,
Liquid Tension Experiment,Acid Rain,,,,,,,,,,,,,,,,
The New Pornographers,Testament To Youth In Verse,,,,,,,,,,,,,,,,
The Black Angels,Deer-Ree-Shee,,,,,,,,,,,,,,,,
Black Flag,Beat My Head Against The Wall,,,,,,,,,,,,,,,,
Nightwish,The Carpenter,,,,,,,,,,,,,,,,
The Cramps,Goo Goo Muck,,,,,,,,,,,,,,,,
Duels,The Slow Build,,,,,,,,,,,,,,,,
The Bravery,No Breaks,,,,,,,,,,,,,,,,
The Offspring,She'S Got Issues,,,,,,,,,,,,,,,,
Tenacious D,Pod,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
The Airborne Toxic Event,Sometime Around Midnight,,,,,,,,,,,,,,,,
Neil Young,Don'T Let It Bring You Down,,,,,,,,,,,,,,,,
Ayreon,Day One: Vigil,,,,,,,,,,,,,,,,
The Gathering,Your Troubles Are Over,,,,,,,,,,,,,,,,
Atmosphere,Shoulda Known,,,,,,,,,,,,,,,,
Gomez,Woman! Man!,,,,,,,,,,,,,,,,
Neutral Milk Hotel,Avery Island / April 1St,,,,,,,,,,,,,,,,
Deep Purple,Stormbringer,,,,,,,,,,,,,,,,
Emilie Autumn,Marry Me,,,,,,,,,,,,,,,,
John Legend,Number One,,,,,,,,,,,,,,,,
Mogwai,Secret Pint,,,,,,,,,,,,,,,,
ユンナ,Houki Boshi,,,,,,,,,,,,,,,,
Christina Aguilera,Oh Mother,,,,,,,,,,,,,,,,
Okkervil River,Title Track,,,,,,,,,,,,,,,,
Diablo,Read My Scars,,,,,,,,,,,,,,,,
Burial,Southern Comfort,,,,,,,,,,,,,,,,
Creed,My Own Prison,,,,,,,,,,,,,,,,
Moi Caprice,Who Served Caviar In The Sky,,,,,,,,,,,,,,,,
Hello Saferide,Get Sick Soon,,,,,,,,,,,,,,,,
Apoptygma Berzerk,Eclipse,,,,,,,,,,,,,,,,
The Avalanches,Flight Tonight,,,,,,,,,,,,,,,,
The Automatic,On The Campaign Trail,,,,,,,,,,,,,,,,
Anathema,Violence,,,,,,,,,,,,,,,,
Bitter:Sweet,Our Remains,,,,,,,,,,,,,,,,
Mr. Big,To Be With You,0.6,0.4,0.0,0.2,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Bel Canto,Sleep In Deep,,,,,,,,,,,,,,,,
Esthero,Lounge,,,,,,,,,,,,,,,,
Don Lennon,God,,,,,,,,,,,,,,,,
Built To Spill,Gone,,,,,,,,,,,,,,,,
The Zombies,The Way I Feel Inside,,,,,,,,,,,,,,,,
Coheed And Cambria,The Ring In Return,,,,,,,,,,,,,,,,
The Coral,Bill Mccai,,,,,,,,,,,,,,,,
Nick Cave & The Bad Seeds,As I Sat Sadly By Her Side,,,,,,,,,,,,,,,,
Creedence Clearwater Revisited,Long As I Can See The Light,,,,,,,,,,,,,,,,
Plain White T'S,Take Me Away,,,,,,,,,,,,,,,,
Air,Caramel Prisoner,,,,,,,,,,,,,,,,
Uriah Heep,Lady In Black,,,,,,,,,,,,,,,,
Dark Funeral,Attera Totus Sanctus,,,,,,,,,,,,,,,,
Hypocrisy,Fire In The Sky,,,,,,,,,,,,,,,,
Bonobo,Something For Windy,,,,,,,,,,,,,,,,
Kylie Minogue,No More Rain,,,,,,,,,,,,,,,,
Judas Priest,Night Crawler,,,,,,,,,,,,,,,,
Laura Marling,New Romantic,,,,,,,,,,,,,,,,
Audioslave,Nothing Left To Say But Goodbye,,,,,,,,,,,,,,,,
Kitty F Band,Smile,,,,,,,,,,,,,,,,
Ted Leo And The Pharmacists,The Angels' Share,,,,,,,,,,,,,,,,
Ted Leo And The Pharmacists,Under The Hedge,,,,,,,,,,,,,,,,
Straylight Run,Mistakes We Knew We Were Making,,,,,,,,,,,,,,,,
Of Montreal,Death Of A Shade Of A Hue,,,,,,,,,,,,,,,,
Citizen Cope,Pablo Picasso,,,,,,,,,,,,,,,,
City And Colour,Casey'S Song,,,,,,,,,,,,,,,,
Andrew W.K.,Party Til You Puke,,,,,,,,,,,,,,,,
Ramones,Pet Semetary,,,,,,,,,,,,,,,,
Flogging Molly,What'S Left Of The Flag,,,,,,,,,,,,,,,,
Rufus Wainwright,Dinner At Eight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
