artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Christian Death,Electra Descending,,,,,,,,,,,,,,,,
Marnie Stern,This American Life,,,,,,,,,,,,,,,,
Garbage,Girl Don'T Come,,,,,,,,,,,,,,,,
Lockett Pundt,Blue Bayou,,,,,,,,,,,,,,,,
Robbie Williams,Spread Your Wings,,,,,,,,,,,,,,,,
Killing The Dream,Pardon The Interruption,,,,,,,,,,,,,,,,
The Shins,We Built A Raft And We Floated,,,,,,,,,,,,,,,,
Marnie Stern,Vibrational Match,,,,,,,,,,,,,,,,
Alestorm,Death Before The Mast,,,,,,,,,,,,,,,,
Benassi Bros.,Rocket In The Sky (Dub),,,,,,,,,,,,,,,,
Tom Mcrae,Stronger Than Dirt,,,,,,,,,,,,,,,,
Tom Mcrae,You Only Disappear,,,,,,,,,,,,,,,,
Christian Death,Stairs - Uncertain Journey,,,,,,,,,,,,,,,,
Carla Bruni,I Felt My Life With Both My Hands,,,,,,,,,,,,,,,,
Dirty On Purpose,Mind Blindness,,,,,,,,,,,,,,,,
Vetiver,Amerilie,,,,,,,,,,,,,,,,
Ania,L'Ultimo,,,,,,,,,,,,,,,,
Vetiver,Farther On,,,,,,,,,,,,,,,,
Ania,Musisz Wierzyć,,,,,,,,,,,,,,,,
Thin Lizzy,Do Anything You Want To,,,,,,,,,,,,,,,,
Mor Ve Ötesi,Bir Derdim Var,0.8,0.6,0.0,0.2,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
Dr. Dre,Fuck Wit Dre Day (And Everybody'S Celebratin'),,,,,,,,,,,,,,,,
The Kovenant,Neon,,,,,,,,,,,,,,,,
Big Business,O.G.,,,,,,,,,,,,,,,,
Robert Johnson,Cross Road Blues,,,,,,,,,,,,,,,,
Moonspell,Crystal Gazing,,,,,,,,,,,,,,,,
Moonspell,Devilred,,,,,,,,,,,,,,,,
Atb,You Are Not Alone,,,,,,,,,,,,,,,,
Kimya Dawson,France,,,,,,,,,,,,,,,,
Dr. Dre,A Nigga Witta Gun,,,,,,,,,,,,,,,,
Kimya Dawson,Eleventeen,,,,,,,,,,,,,,,,
Emerson Hart,If You'Re Gonna Leave,,,,,,,,,,,,,,,,
Christian Walz,Wonderchild,,,,,,,,,,,,,,,,
Aus-Rotten,They Ignore Peaceful Protest,,,,,,,,,,,,,,,,
Raised Fist,Sunlight,,,,,,,,,,,,,,,,
Tricky,Strugglin',,,,,,,,,,,,,,,,
Fatboy Slim,First Down,,,,,,,,,,,,,,,,
Tricky,Stay,,,,,,,,,,,,,,,,
The Kovenant,Hollow Earth,,,,,,,,,,,,,,,,
Necrophagist,Seven,,,,,,,,,,,,,,,,
Negative,1000 Nails In My Heart,,,,,,,,,,,,,,,,
Dire Straits,Local Hero / Wild Theme (Live),,,,,,,,,,,,,,,,
Tricky,Tricky Kid,0.6,0.4,0.8,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.0
José González,Teardrop (Live),,,,,,,,,,,,,,,,
The Flaming Lips,Chewin The Apple Of Your Eye,,,,,,,,,,,,,,,,
Veruca Salt,Loneliness Is Worse,,,,,,,,,,,,,,,,
