artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Pavement,Kennel District,,,,,,,,,,,,,,,,
Pain Of Salvation,Ending Theme,,,,,,,,,,,,,,,,
Ac/Dc,Fly On The Wall,,,,,,,,,,,,,,,,
Dead Boys,Caught With The Meat In Your Mouth,,,,,,,,,,,,,,,,
Alterkicks,Oh Honey,,,,,,,,,,,,,,,,
Joe Satriani,The Crush Of Love,,,,,,,,,,,,,,,,
Enya,Storms In Africa,,,,,,,,,,,,,,,,
Ac/Dc,Get It Hot,,,,,,,,,,,,,,,,
Arovane,Cry Osaka Cry,,,,,,,,,,,,,,,,
Peaches,Hit It Hard,,,,,,,,,,,,,,,,
Blood Red Shoes,This Is Not For You,,,,,,,,,,,,,,,,
Mahogany,Chance,,,,,,,,,,,,,,,,
Jenny Owen Youngs,Porchrail,,,,,,,,,,,,,,,,
Simple Plan,When I'M Gone,,,,,,,,,,,,,,,,
Sade,All About Our Love,,,,,,,,,,,,,,,,
Stephen Malkmus,Church On White,,,,,,,,,,,,,,,,
Stephen Malkmus,Freeze The Saints,,,,,,,,,,,,,,,,
Jenny Lewis,Pretty Bird,,,,,,,,,,,,,,,,
Desaparecidos,Mañana,,,,,,,,,,,,,,,,
The Smashing Pumpkins,Plume,1.0,0.8,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
The Brian Jonestown Massacre,Oh Lord,,,,,,,,,,,,,,,,
Doves,Shadows Of Salford,,,,,,,,,,,,,,,,
Built To Spill,You Were Right,,,,,,,,,,,,,,,,
Ben Kweller,Harriet'S Got A Song,,,,,,,,,,,,,,,,
Sleater-Kinney,Step Aside,,,,,,,,,,,,,,,,
The Kinks,Johnny Thunder,,,,,,,,,,,,,,,,
Doves,Winter Hill,,,,,,,,,,,,,,,,
Sleater-Kinney,Ironclad,,,,,,,,,,,,,,,,
Atc,Around The World,,,,,,,,,,,,,,,,
The Dead Milkmen,I Walk The Thinnest Line,,,,,,,,,,,,,,,,
Röyksopp,What Else Is There? (Trentemøller Remix),,,,,,,,,,,,,,,,
Timo Maas,To Get Down,,,,,,,,,,,,,,,,
Frank Sinatra,That'S Life,,,,,,,,,,,,,,,,
Coldplay,'Til Kingdom Come (Acoustic),,,,,,,,,,,,,,,,
Iron Maiden,The Fugitive,,,,,,,,,,,,,,,,
Czesław Śpiewa,Tyłem Do Przodka,,,,,,,,,,,,,,,,
The Blow,Bonjour Jeune Fille,,,,,,,,,,,,,,,,
Enya,Deora Ar Mo Chroí,,,,,,,,,,,,,,,,
Badly Drawn Boy,You Were Right,,,,,,,,,,,,,,,,
Hilary Duff,Reach Out,,,,,,,,,,,,,,,,
Iron Maiden,Hooks In You,,,,,,,,,,,,,,,,
Starsailor,Tie Up My Hands,,,,,,,,,,,,,,,,
Don Johnson Big Band,Island Girl,,,,,,,,,,,,,,,,
Iron Maiden,Total Eclipse,,,,,,,,,,,,,,,,
Status Quo,In The Army Now,,,,,,,,,,,,,,,,
Motörhead,God Was Never On Your Side,,,,,,,,,,,,,,,,
Slayer,Crionics,,,,,,,,,,,,,,,,
Venetian Snares,Kétsarkú Mozgalom,,,,,,,,,,,,,,,,
Slayer,Chemical Warfare,,,,,,,,,,,,,,,,
Arcturus,Nightmare Heaven,,,,,,,,,,,,,,,,
Television Personalities,The Glittering Prizes,,,,,,,,,,,,,,,,
Freeland,Nowism,,,,,,,,,,,,,,,,
Rufus Wainwright,The Maker Makes,,,,,,,,,,,,,,,,
De La Soul,Potholes In My Lawn,,,,,,,,,,,,,,,,
Built To Spill,Time Trap,,,,,,,,,,,,,,,,
St. Vincent,All My Stars Aligned,,,,,,,,,,,,,,,,
Nine Inch Nails,Ripe (With Decay),,,,,,,,,,,,,,,,
Vitalic,Poney Part I,,,,,,,,,,,,,,,,
The Cult,Spiritwalker,,,,,,,,,,,,,,,,
Tunng,Stories,,,,,,,,,,,,,,,,
Miss Kittin,Happy Violentine,,,,,,,,,,,,,,,,
Sleater-Kinney,Hot Rock,,,,,,,,,,,,,,,,
Miss Kittin,Grace,,,,,,,,,,,,,,,,
Ayreon,Day Eleven: Love,,,,,,,,,,,,,,,,
Underground Kingz,Int'L Players Anthem (I Choose You) (Feat. Outkast),,,,,,,,,,,,,,,,
Idlewild,Make Another World,,,,,,,,,,,,,,,,
Depeche Mode,What'S Your Name?,,,,,,,,,,,,,,,,
Siouxsie And The Banshees,Dazzle,,,,,,,,,,,,,,,,
Amon Tobin,Stoney Street,,,,,,,,,,,,,,,,
Jonas Brothers,Can'T Have You,,,,,,,,,,,,,,,,
Afi,Initiation,,,,,,,,,,,,,,,,
Kate Havnevik,Unlike Me,,,,,,,,,,,,,,,,
Idlewild,In Competition For The Worst Time,,,,,,,,,,,,,,,,
Siouxsie And The Banshees,This Wheel'S On Fire,,,,,,,,,,,,,,,,
Cmx,Olet Tässä,,,,,,,,,,,,,,,,
Hank Williams Iii,Crazed Country Rebel,,,,,,,,,,,,,,,,
The Cure,Icing Sugar,,,,,,,,,,,,,,,,
Slayer,Exile,,,,,,,,,,,,,,,,
Slayer,Evil Has No Boundaries,,,,,,,,,,,,,,,,
Chicks On Speed,Kaltes Klares Wasser,,,,,,,,,,,,,,,,
New Found Glory,Sucker,,,,,,,,,,,,,,,,
Johnny Foreigner,The End And Everything After,,,,,,,,,,,,,,,,
Johnny Foreigner,Yes! You Talk Too Fast,,,,,,,,,,,,,,,,
Amorphis,God Of Deception,,,,,,,,,,,,,,,,
Built To Spill,I Would Hurt A Fly,,,,,,,,,,,,,,,,
Freemasons,Rain Down Love,,,,,,,,,,,,,,,,
Slagsmålsklubben,Hit Me Hard,,,,,,,,,,,,,,,,
Golden Boy With Miss Kittin,Rippin Kittin,,,,,,,,,,,,,,,,
The Lucksmiths,The Chapter In Your Life Entitled San Francisco,,,,,,,,,,,,,,,,
