artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
In Flames,Timeless,,,,,,,,,,,,,,,,
Dead Can Dance,The Trial,,,,,,,,,,,,,,,,
Elsiane,Assemblage Point,,,,,,,,,,,,,,,,
Sleeping At Last,Hold Still,,,,,,,,,,,,,,,,
The Haunted,Bury Your Dead,,,,,,,,,,,,,,,,
Inxs,Guns In The Sky,,,,,,,,,,,,,,,,
Sleater-Kinney,Heart Factory,,,,,,,,,,,,,,,,
The Jam,Thick As Thieves,,,,,,,,,,,,,,,,
Ultra Orange & Emmanuelle,Don'T Kiss Me Goodbye,,,,,,,,,,,,,,,,
Alestorm,Flower Of Scotland,,,,,,,,,,,,,,,,
Sleater-Kinney,Little Mouth,,,,,,,,,,,,,,,,
Sleater-Kinney,I'M Not Waiting,,,,,,,,,,,,,,,,
Tom Waits,Dead And Lovely,,,,,,,,,,,,,,,,
Sleater-Kinney,Living In Exile,,,,,,,,,,,,,,,,
Fila Brazillia,Throwing Down A Shape,,,,,,,,,,,,,,,,
Tom Waits,Cold Water,,,,,,,,,,,,,,,,
Scorpions,When The Smoke Is Going Down,,,,,,,,,,,,,,,,
Sleater-Kinney,Memorize Your Lines,,,,,,,,,,,,,,,,
Scorpions,I Wanted To Cry,,,,,,,,,,,,,,,,
Scorpions,In Trance,,,,,,,,,,,,,,,,
Wolf Parade,The Grey Estates,,,,,,,,,,,,,,,,
The Guess Who,American Woman,,,,,,,,,,,,,,,,
Mae,Giving It Away (Acoustic),,,,,,,,,,,,,,,,
Lush,Breeze,,,,,,,,,,,,,,,,
Magnet,Lay Lady Lay (Feat. Gemma Hayes),,,,,,,,,,,,,,,,
The Gun Club,She'S Like Heroin To Me,,,,,,,,,,,,,,,,
The Greenhornes,Pattern Skies,,,,,,,,,,,,,,,,
Pantera,The Underground In America,,,,,,,,,,,,,,,,
Charon,Ride On Tears,,,,,,,,,,,,,,,,
Mae,Painless,,,,,,,,,,,,,,,,
Patrick Wolf,Empress,,,,,,,,,,,,,,,,
Wire,Dot Dash,,,,,,,,,,,,,,,,
Cheap Trick,I Want You To Want Me (Live),,,,,,,,,,,,,,,,
Sleater-Kinney,Was It A Lie?,,,,,,,,,,,,,,,,
Dead Can Dance,Song Of The Stars,,,,,,,,,,,,,,,,
The Great Depression,The Baltic Sea,,,,,,,,,,,,,,,,
Elvis Costello,Beyond Belief,,,,,,,,,,,,,,,,
Madcon,Beggin' (Promo Only Clean Edit),,,,,,,,,,,,,,,,
Sleater-Kinney,Write Me Back Fucker,,,,,,,,,,,,,,,,
M83,Violet Tree,,,,,,,,,,,,,,,,
Dan Le Sac Vs. Scroobius Pip,Back From Hell,0.6,0.6,0.8,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.0
Fennesz & Sakamoto,Mono,,,,,,,,,,,,,,,,
Blitzkid,Pretty In A Casket,,,,,,,,,,,,,,,,
Barenaked Ladies,Unfinished,,,,,,,,,,,,,,,,
Boys Night Out,Medicating,,,,,,,,,,,,,,,,
Infadels,Reality Tv,,,,,,,,,,,,,,,,
Parts & Labor,Vision Of Repair,,,,,,,,,,,,,,,,
Tom Waits,God'S Away On Business,,,,,,,,,,,,,,,,
Paris Hilton,Turn It Up,,,,,,,,,,,,,,,,
Chantal Kreviazuk,Leaving On A Jet Plane,,,,,,,,,,,,,,,,
The Hives,Knock Knock,,,,,,,,,,,,,,,,
Sun Kil Moon,Unlit Hallway,,,,,,,,,,,,,,,,
Sleater-Kinney,Slow Song,,,,,,,,,,,,,,,,
M. Ward,Today'S Undertaking,,,,,,,,,,,,,,,,
Paramore,Oh Star,,,,,,,,,,,,,,,,
Tricky,Brand New You'Re Retro,,,,,,,,,,,,,,,,
Infernal,I Won'T Be Crying (Beatfreakz Club Edit),,,,,,,,,,,,,,,,
Sleater-Kinney,Taste Test,,,,,,,,,,,,,,,,
Treva Whateva,Driving Reign,,,,,,,,,,,,,,,,
+/-,Fadeout,,,,,,,,,,,,,,,,
Telefon Tel Aviv,The Birds,,,,,,,,,,,,,,,,
Telefon Tel Aviv,You Are The Worst Thing In The World,,,,,,,,,,,,,,,,
Sleater-Kinney,Don'T Think You Wanna,,,,,,,,,,,,,,,,
The Hellacopters,Better Than You,,,,,,,,,,,,,,,,
The Holloways,Fuck Ups,,,,,,,,,,,,,,,,
The Holloways,Happiness And Penniless,,,,,,,,,,,,,,,,
The Hellacopters,A View From Nowhere,,,,,,,,,,,,,,,,
Beth,Dime (Spain),,,,,,,,,,,,,,,,
Elvis Presley,(Now And Then There'S) A Fool Such As I,,,,,,,,,,,,,,,,
Pati Yang,Pretty Fin,,,,,,,,,,,,,,,,
Miss Kittin,Requiem For A Hit (Feat. L.A. Williams),,,,,,,,,,,,,,,,
Kraftwerk,Schaufensterpuppen,,,,,,,,,,,,,,,,
Reel 2 Real,I Like To Move It,0.8,0.6,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.6,0.0
Glass Candy,Computer Love (Kraftwerk Cover),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0
Kraftwerk,Metall Auf Metall,,,,,,,,,,,,,,,,
Tunng,Out The Window With The Window,,,,,,,,,,,,,,,,
Controlled Collapse,Liar,,,,,,,,,,,,,,,,
The Cooper Temple Clause,Isn'T It Strange,,,,,,,,,,,,,,,,
Tina Turner,Simply The Best,,,,,,,,,,,,,,,,
Miss Kittin,Pollution Of The Mind,,,,,,,,,,,,,,,,
Kraftwerk,Tour De France (Etape 3),,,,,,,,,,,,,,,,
Gilbert Bécaud,Nathalie,,,,,,,,,,,,,,,,
Reik,Invierno,,,,,,,,,,,,,,,,
Remy Zero,Hollow,,,,,,,,,,,,,,,,
Girls Aloud,Love Is The Key,,,,,,,,,,,,,,,,
Tinariwen,Matadjem Yinmixan,,,,,,,,,,,,,,,,
Girls Aloud,Black Jacks,,,,,,,,,,,,,,,,
Girls Aloud,I Think We'Re Alone Now,,,,,,,,,,,,,,,,
Girls Aloud,Close To Love,,,,,,,,,,,,,,,,
Cool Kids Of Death,Generacja Nic,,,,,,,,,,,,,,,,
The Cooper Temple Clause,Who Needs Enemies?,,,,,,,,,,,,,,,,
Angelo Badalamenti,Red Bats With Teeth,,,,,,,,,,,,,,,,
Cool Kids Of Death,Megapixel,,,,,,,,,,,,,,,,
Mj Cole Feat. Laura Vane,Watertight,,,,,,,,,,,,,,,,
Down,Eyes Of The South,,,,,,,,,,,,,,,,
Turbonegro,Babylon Forever,,,,,,,,,,,,,,,,
Kraftwerk,The Telephone Call,,,,,,,,,,,,,,,,
Squire,You'Re The One,,,,,,,,,,,,,,,,
Girls Aloud,Theme To St.Trinians,,,,,,,,,,,,,,,,
Boy Kill Boy,Friday - Friday,,,,,,,,,,,,,,,,
Girls Aloud,Love Is Pain,,,,,,,,,,,,,,,,
鼓童,Wax Off,,,,,,,,,,,,,,,,
Download,Zass Pie,,,,,,,,,,,,,,,,
